Customer_ID,Age,Gender,Location,Preferred_Shopping_Channel,Total_Purchase_Amount,Avg_Purchase_Amount,Num_Orders,Avg_Rating,Discount_Usage_Rate,Return_Rate,CLV,Loyalty_Score,Payment_Method,Customer_Segment,Churn,Cluster
10072,43.0,Female,Chicago,Both,423.7587500231122,423.7587500231122,1,4.0,0.0,0.0,3909.373103693427,80.0,Bank Transfer,VIP,0,1
10074,27.0,Male,New York,Online,182.0604083728379,182.0604083728379,1,2.0,1.0,0.0,1726.302405970604,87.0,Cash,VIP,1,1
10077,62.0,Male,San Francisco,In-store,35.65089573670519,35.65089573670519,1,5.0,0.0,0.0,388.8889761927563,66.0,Bank Transfer,Regular,1,1
10089,25.0,Female,Houston,Online,90.47812293934568,90.47812293934568,1,1.0,0.0,0.0,1133.311206637042,90.0,Bank Transfer,VIP,0,1
10094,34.0,Male,Chicago,In-store,379.93957924309,379.93957924309,1,2.0,0.0,0.0,4262.881299344659,3.0,Credit Card,New,1,2
10098,55.0,Other,Los Angeles,Both,350.0561331107451,350.0561331107451,1,3.0,0.0,0.0,3138.252814956524,45.0,Credit Card,Regular,1,2
10105,45.0,Female,Chicago,Both,627.105062124336,313.552531062168,2,3.5,0.0,0.0,2815.431023946455,60.0,Bank Transfer,Regular,0,0
10116,46.0,Female,New York,In-store,223.1402969651421,223.1402969651421,1,5.0,1.0,0.0,1158.555848231314,9.0,Cash,New,0,2
10117,64.0,Male,Los Angeles,Online,162.4104354779221,162.4104354779221,1,3.0,0.0,1.0,2036.589333811817,73.0,Credit Card,VIP,1,1
10125,65.0,Other,Houston,Both,517.148222828754,258.574111414377,2,3.5,0.0,0.0,2882.8349175482363,61.5,Bank Transfer,Regular,0,0
10126,43.0,Male,Houston,Online,171.4756454267022,171.4756454267022,1,2.0,1.0,0.0,996.1590558835421,71.0,Bank Transfer,VIP,1,1
10130,43.0,Male,Chicago,In-store,306.4850277385758,306.4850277385758,1,2.0,1.0,0.0,3628.428542020346,23.0,Bank Transfer,New,1,2
10133,29.0,Female,Los Angeles,Online,257.54550923354077,257.54550923354077,1,3.0,0.0,0.0,2305.3643795382754,6.0,PayPal,New,1,2
10137,18.0,Other,Los Angeles,Online,381.1798131810679,381.1798131810679,1,4.0,0.0,0.0,4721.614831964492,79.0,Credit Card,VIP,1,1
10140,52.0,Other,Houston,Online,493.59403988161694,493.59403988161694,1,2.0,0.0,0.0,6379.462314016167,36.0,Bank Transfer,New,0,2
10145,48.0,Female,Chicago,In-store,357.54502176480923,178.77251088240462,2,3.5,0.5,0.5,1255.0397997866505,8.0,Cash,New,0,0
10153,29.0,Other,New York,Online,257.54550923354077,257.54550923354077,1,1.0,1.0,1.0,2305.3643795382754,72.0,PayPal,VIP,1,1
10154,43.0,Other,New York,Online,85.44732357447624,85.44732357447624,1,3.0,1.0,0.0,1061.432701659326,25.0,Bank Transfer,New,1,2
10158,21.0,Male,New York,Both,224.6188964688215,224.6188964688215,1,2.0,0.0,0.0,3245.674159298977,88.0,PayPal,VIP,0,1
10161,56.0,Other,Los Angeles,Both,287.9099130775622,287.9099130775622,1,4.0,0.0,0.0,1517.443283183921,74.0,Bank Transfer,VIP,1,1
10189,49.0,Female,San Francisco,In-store,175.5004336947923,175.5004336947923,1,5.0,0.0,0.0,1407.517990179504,30.0,Credit Card,New,1,2
10190,35.0,Other,New York,Both,435.4787421886803,435.4787421886803,1,5.0,0.0,0.0,2327.291816059855,61.0,Credit Card,Regular,1,1
10197,62.0,Other,San Francisco,Online,315.6337002947752,315.6337002947752,1,1.0,0.0,0.0,3678.01784125043,24.0,Credit Card,New,1,2
10202,32.0,Male,New York,Online,161.972138334493,161.972138334493,1,2.0,1.0,0.0,1503.082001534935,17.0,Bank Transfer,New,1,2
10206,43.0,Female,New York,Online,121.181375949466,121.181375949466,1,5.0,0.0,0.0,1287.424941226256,43.0,Cash,Regular,1,2
10207,34.5,Female,New York,Online,340.6023917825434,170.3011958912717,2,2.5,0.0,0.0,1730.4269748557542,43.5,Bank Transfer,Regular,0,0
10213,56.0,Female,New York,Both,430.5944670279574,430.5944670279574,1,5.0,0.0,1.0,6114.060640628806,76.0,Cash,VIP,0,1
10224,40.0,Female,Los Angeles,Online,388.057764083065,388.057764083065,1,3.0,0.0,1.0,2114.785401907694,76.0,Cash,VIP,1,1
10225,29.0,Male,New York,Both,257.54550923354077,257.54550923354077,1,1.0,0.0,0.0,2305.3643795382754,84.0,PayPal,VIP,1,1
10232,21.0,Female,San Francisco,In-store,242.166133130468,242.166133130468,1,5.0,0.0,0.0,1966.404947017125,57.0,Cash,Regular,1,1
10235,61.0,Male,Houston,Both,440.5618160747772,440.5618160747772,1,4.0,1.0,0.0,3004.542065956131,48.0,Cash,Regular,1,2
10249,42.0,Male,San Francisco,In-store,114.8275535725132,114.8275535725132,1,3.0,0.0,0.0,1611.434705127885,3.0,Cash,New,1,2
10255,27.0,Female,Chicago,Both,233.3105488641575,233.3105488641575,1,1.0,0.0,0.0,2694.072557512297,83.0,Credit Card,VIP,1,1
10260,38.0,Female,Los Angeles,Online,91.28018308464239,91.28018308464239,1,2.0,1.0,0.0,690.6421635691163,3.0,Credit Card,New,1,2
10262,33.0,Female,Chicago,In-store,455.0466917917624,455.0466917917624,1,2.0,0.0,1.0,5042.90315355732,72.0,PayPal,VIP,1,1
10269,27.0,Other,Los Angeles,In-store,240.4220029733883,240.4220029733883,1,1.0,0.0,0.0,3234.662677941303,38.0,Bank Transfer,New,0,2
10271,38.0,Female,New York,Both,299.2241489772503,299.2241489772503,1,2.0,0.0,0.0,3475.11826994217,67.0,Cash,Regular,1,1
10277,35.0,Female,San Francisco,Both,407.9973739182861,407.9973739182861,1,3.0,1.0,0.0,4042.812242250907,34.0,Credit Card,New,1,2
10281,31.0,Female,Chicago,Both,468.6180253270156,468.6180253270156,1,1.0,0.0,0.0,5635.532817424001,56.0,PayPal,Regular,0,1
10294,29.0,Other,Chicago,Both,257.54550923354077,257.54550923354077,1,4.0,0.0,0.0,2305.3643795382754,4.0,Cash,New,1,2
10301,57.0,Other,San Francisco,Both,134.5667362426772,134.5667362426772,1,2.0,1.0,0.0,1055.463592406175,45.0,Credit Card,Regular,1,2
10302,49.5,Female,San Francisco,In-store,344.9238438663761,172.46192193318805,2,2.0,0.0,0.5,1694.4243569082287,63.0,Credit Card,Regular,0,0
10306,42.0,Female,Chicago,Online,104.3396585646883,104.3396585646883,1,3.0,0.0,0.0,1338.896281951885,88.0,Credit Card,VIP,0,1
10317,26.0,Female,Los Angeles,Online,257.54550923354077,257.54550923354077,1,3.0,1.0,0.0,2305.3643795382754,60.0,Cash,Regular,1,1
10329,20.0,Male,Los Angeles,Online,23.53959809940601,23.53959809940601,1,2.0,0.0,0.0,234.7720818951929,60.0,PayPal,Regular,1,1
10338,36.0,Female,San Francisco,Both,287.2508165011394,287.2508165011394,1,4.0,0.0,0.0,2523.897918530887,24.0,Cash,New,1,2
10341,69.0,Other,Houston,Online,22.18918218715667,22.18918218715667,1,3.0,0.0,1.0,280.4030622622428,57.0,Bank Transfer,Regular,1,1
10345,63.0,Male,Houston,Online,259.5516054331638,259.5516054331638,1,5.0,0.0,0.0,2931.831531089168,8.0,Credit Card,New,1,2
10352,30.0,Other,Los Angeles,Online,359.8866220211741,359.8866220211741,1,3.0,1.0,1.0,1857.932684658023,64.0,Bank Transfer,Regular,0,1
10362,19.0,Female,Chicago,Online,317.5732026643626,317.5732026643626,1,3.0,0.0,0.0,3329.293382845136,91.0,Credit Card,VIP,1,1
10364,19.0,Female,New York,Online,296.7579614015681,296.7579614015681,1,3.0,1.0,1.0,1929.171315439195,74.0,PayPal,VIP,1,1
10374,33.0,Female,Houston,Online,15.013246475789353,15.013246475789353,1,3.0,0.0,1.0,171.6823420866364,26.0,PayPal,New,0,2
10384,69.0,Male,San Francisco,In-store,17.52946286001442,17.52946286001442,1,5.0,1.0,0.0,134.7990483297437,4.0,Bank Transfer,New,1,2
10390,36.0,Male,Chicago,Both,64.16526856420032,64.16526856420032,1,5.0,1.0,0.0,359.2541592755407,30.0,Credit Card,New,1,2
10391,43.0,Male,Chicago,In-store,257.54550923354077,257.54550923354077,1,4.0,0.0,1.0,2305.3643795382754,25.0,PayPal,New,1,2
10395,49.0,Female,Houston,Both,390.6164529615357,390.6164529615357,1,3.0,0.0,1.0,3022.199437382556,79.0,PayPal,VIP,1,1
10404,30.0,Female,New York,Online,218.9574648000086,218.9574648000086,1,3.0,1.0,0.0,2567.870961242185,71.0,Bank Transfer,VIP,1,1
10406,46.0,Male,Los Angeles,Online,127.4088176938206,127.4088176938206,1,2.0,0.0,0.0,1141.022977300068,31.0,PayPal,New,0,2
10412,54.0,Female,Los Angeles,Both,485.9357555502301,485.9357555502301,1,5.0,0.0,0.0,3406.3564942068,7.0,Cash,New,1,2
10417,64.0,Other,San Francisco,Online,223.3408041027266,223.3408041027266,1,4.0,0.0,0.0,1832.458388105816,19.0,PayPal,New,1,2
10419,57.0,Female,San Francisco,Online,389.9047194013843,389.9047194013843,1,1.0,1.0,1.0,3422.118626209509,48.0,Credit Card,Regular,1,2
10454,51.0,Other,Chicago,In-store,257.54550923354077,257.54550923354077,1,2.0,0.0,1.0,2305.3643795382754,4.0,PayPal,New,0,2
10458,55.0,Other,San Francisco,Both,321.6597740146241,321.6597740146241,1,3.0,1.0,0.0,4205.185350195414,72.0,Credit Card,VIP,0,1
10466,23.0,Female,New York,Both,298.3324426440482,298.3324426440482,1,4.0,0.0,0.0,3076.554423084574,26.0,PayPal,New,1,2
10481,57.0,Male,Los Angeles,In-store,106.8587590683918,106.8587590683918,1,5.0,0.0,0.0,622.3789854767522,17.0,Cash,New,1,2
10482,60.0,Male,Chicago,Online,171.2769857224794,171.2769857224794,1,5.0,1.0,0.0,1704.945390515798,8.0,PayPal,New,0,2
10488,61.0,Male,New York,In-store,254.6136367313007,254.6136367313007,1,5.0,1.0,1.0,2333.987721705561,16.0,PayPal,New,0,2
10502,20.0,Male,Los Angeles,In-store,76.75448925740557,76.75448925740557,1,1.0,1.0,0.0,503.3479972226863,70.0,Credit Card,VIP,1,1
10504,43.0,Male,Chicago,Online,455.3548457893692,455.3548457893692,1,2.0,1.0,0.0,5158.387386367228,64.0,Credit Card,Regular,1,1
10512,58.0,Other,Los Angeles,Online,129.9468643244182,129.9468643244182,1,2.0,0.0,1.0,849.2049450867279,97.0,Bank Transfer,VIP,1,1
10514,69.0,Male,Chicago,Both,67.55641567022815,67.55641567022815,1,3.0,0.0,1.0,944.4397363192469,57.0,Bank Transfer,Regular,0,1
10523,68.0,Male,Houston,Online,193.7326290465193,193.7326290465193,1,2.0,1.0,0.0,2156.886125002531,60.0,Cash,Regular,1,1
10525,45.0,Male,Los Angeles,Online,35.57067832041293,35.57067832041293,1,3.0,0.0,0.0,512.537618217729,31.0,Credit Card,New,0,2
10526,33.0,Female,Houston,Online,360.6814752600627,360.6814752600627,1,5.0,0.0,0.0,2269.86610199536,82.0,Cash,VIP,0,1
10529,50.0,Male,New York,Online,64.7821819046292,64.7821819046292,1,1.0,0.0,0.0,918.9591085225526,65.0,Cash,Regular,0,1
10536,49.0,Male,Chicago,Online,222.4750675818202,222.4750675818202,1,2.0,0.0,0.0,1786.690443320298,35.0,PayPal,New,1,2
10537,65.0,Male,New York,Online,284.0579173176453,284.0579173176453,1,5.0,0.0,1.0,2221.770409051499,35.0,Credit Card,New,1,2
10539,45.0,Other,New York,In-store,281.9590768605926,281.9590768605926,1,5.0,0.0,0.0,1815.947773118557,76.0,Credit Card,VIP,1,1
10545,48.0,Female,Chicago,Online,347.1121705465982,347.1121705465982,1,1.0,1.0,0.0,3538.369791213763,52.0,Cash,Regular,1,1
10552,29.0,Male,Los Angeles,Online,237.4905459401105,237.4905459401105,1,1.0,0.0,0.0,2010.368906547651,80.0,PayPal,VIP,0,1
10556,45.0,Other,Houston,In-store,44.04519259293063,44.04519259293063,1,3.0,0.0,0.0,491.1877276373579,47.0,Bank Transfer,Regular,1,2
10559,27.0,Other,Los Angeles,Online,15.013246475789353,15.013246475789353,1,2.0,0.0,0.0,201.7926049286275,14.0,Cash,New,1,2
10569,48.0,Male,Chicago,In-store,257.54550923354077,257.54550923354077,1,1.0,0.0,1.0,2305.3643795382754,64.0,PayPal,Regular,1,1
10571,50.0,Female,San Francisco,In-store,278.6198486681543,278.6198486681543,1,4.0,0.0,0.0,3306.677408794237,87.0,PayPal,VIP,1,1
10574,44.0,Female,Los Angeles,Online,479.4143952131918,239.7071976065959,2,2.0,1.0,0.0,2160.238660061045,38.5,PayPal,New,0,0
10575,18.0,Female,New York,Online,493.59403988161694,493.59403988161694,1,1.0,1.0,0.0,4745.897432920738,46.0,Bank Transfer,Regular,0,2
10580,18.0,Male,New York,In-store,125.3809943353298,125.3809943353298,1,5.0,0.0,1.0,1135.991117011578,61.0,PayPal,Regular,1,1
10583,25.0,Other,San Francisco,Online,59.08296985629164,59.08296985629164,1,1.0,0.0,1.0,363.7082909802947,11.0,PayPal,New,0,2
10600,55.0,Female,Houston,Both,257.54550923354077,257.54550923354077,1,2.0,1.0,0.0,2305.3643795382754,47.0,Cash,Regular,1,2
10606,46.0,Other,New York,Both,257.54550923354077,257.54550923354077,1,3.0,0.0,0.0,2305.3643795382754,22.0,Credit Card,New,1,2
10614,69.0,Male,Chicago,In-store,459.5871163428706,459.5871163428706,1,4.0,0.0,0.0,5932.679641399155,91.0,Credit Card,VIP,1,1
10619,41.0,Other,Los Angeles,In-store,161.6810530072989,161.6810530072989,1,2.0,1.0,1.0,1976.108354727901,47.0,PayPal,Regular,0,2
10629,58.0,Male,San Francisco,Online,99.61794844130762,99.61794844130762,1,2.0,0.0,1.0,756.0031861756187,27.0,Cash,New,0,2
10630,30.0,Male,San Francisco,Online,257.54550923354077,257.54550923354077,1,5.0,0.0,0.0,2305.3643795382754,32.0,Credit Card,New,0,2
10634,26.0,Other,Los Angeles,Online,257.54550923354077,257.54550923354077,1,2.0,0.0,0.0,2305.3643795382754,14.0,Credit Card,New,0,2
10635,66.0,Male,New York,Online,257.54550923354077,257.54550923354077,1,2.0,1.0,0.0,2305.3643795382754,51.0,PayPal,Regular,1,2
10638,34.0,Female,Chicago,In-store,379.2169115425809,379.2169115425809,1,4.0,0.0,0.0,2908.67173887824,6.0,PayPal,New,1,2
10645,27.0,Female,Chicago,Online,257.54550923354077,257.54550923354077,1,5.0,0.0,0.0,2305.3643795382754,77.0,Cash,VIP,1,1
10659,46.0,Other,Houston,Online,62.98044271377706,62.98044271377706,1,1.0,0.0,0.0,351.1343782779604,76.0,Cash,VIP,1,1
10661,62.0,Male,Los Angeles,Both,526.2624248854017,263.13121244270087,2,3.0,0.5,0.0,2010.9182130487154,33.0,Cash,New,0,0
10663,62.0,Other,San Francisco,In-store,417.3941447458525,417.3941447458525,1,2.0,0.0,1.0,2988.132030095687,90.0,Cash,VIP,1,1
10666,50.0,Male,San Francisco,Both,328.9306303729309,328.9306303729309,1,2.0,0.0,0.0,4450.160426374022,26.0,PayPal,New,1,2
10667,56.0,Other,Houston,In-store,491.2018651653281,491.2018651653281,1,3.0,0.0,0.0,6530.900538738816,77.0,Bank Transfer,VIP,1,1
10671,46.0,Other,Houston,Online,428.7577057393519,428.7577057393519,1,2.0,1.0,0.0,2240.398646486635,91.0,Cash,VIP,1,1
10686,23.0,Female,Chicago,Online,59.11184575501329,59.11184575501329,1,2.0,0.0,0.0,813.424103513086,9.0,Cash,New,1,2
10688,21.0,Male,Houston,Both,347.2054739939091,347.2054739939091,1,2.0,1.0,0.0,4796.212973546651,83.0,Credit Card,VIP,1,1
10698,31.0,Other,Chicago,Online,610.7270418266296,305.3635209133148,2,4.0,1.0,0.0,4094.608818879573,31.5,Bank Transfer,New,1,0
10699,57.0,Female,New York,In-store,105.134821343089,105.134821343089,1,2.0,0.0,0.0,1012.689888113094,11.0,Credit Card,New,1,2
10703,38.0,Male,San Francisco,Both,361.9366175408293,361.9366175408293,1,4.0,0.0,0.0,4602.800882710718,9.0,PayPal,New,0,2
10707,42.0,Female,Los Angeles,Both,204.0519296881496,204.0519296881496,1,2.0,1.0,0.0,2044.938367968347,19.0,Bank Transfer,New,0,2
10716,25.0,Other,Houston,Online,297.9052683534012,297.9052683534012,1,3.0,1.0,0.0,3623.05361247098,1.0,Credit Card,New,1,2
10717,54.0,Female,Los Angeles,In-store,278.3925556398771,278.3925556398771,1,1.0,0.0,0.0,3167.049160267865,2.0,Bank Transfer,New,1,2
10726,28.0,Other,New York,Online,217.6096444798247,217.6096444798247,1,3.0,0.0,1.0,1271.617987038256,97.0,Bank Transfer,VIP,1,1
10728,50.5,Female,Houston,In-store,222.24693000298942,111.12346500149471,2,1.5,0.0,0.0,1202.3604613877437,79.5,Credit Card,VIP,1,0
10760,43.0,Female,New York,Online,22.55980244336707,22.55980244336707,1,2.0,0.0,0.0,134.78473361379443,100.0,PayPal,VIP,1,1
10768,59.0,Male,New York,Online,169.127798393929,169.127798393929,1,4.0,0.0,0.0,1648.864364508176,38.0,Credit Card,New,1,2
10769,42.0,Female,New York,In-store,539.4992905055813,269.74964525279063,2,3.5,0.5,0.0,2166.699089060693,52.0,Cash,Regular,0,0
10770,19.0,Male,Houston,Both,157.4692806237495,157.4692806237495,1,3.0,0.0,0.0,1019.203841920262,78.0,Credit Card,VIP,1,1
10775,59.0,Other,San Francisco,Online,412.3517911977381,412.3517911977381,1,1.0,1.0,0.0,2371.915699291731,95.0,Bank Transfer,VIP,1,1
10778,26.0,Male,Los Angeles,In-store,156.4135014008046,156.4135014008046,1,4.0,0.0,0.0,1878.711856623341,2.0,Credit Card,New,0,2
10784,66.0,Female,Chicago,Online,394.7494052772843,394.7494052772843,1,5.0,0.0,0.0,4968.667299637992,9.0,Bank Transfer,New,1,2
10791,26.0,Female,New York,In-store,26.36267038427012,26.36267038427012,1,3.0,1.0,0.0,137.1646801214362,37.0,Cash,New,0,2
10793,65.0,Male,New York,Both,257.54550923354077,257.54550923354077,1,3.0,0.0,0.0,2305.3643795382754,9.0,PayPal,New,1,2
10804,20.0,Female,Los Angeles,Online,206.7073391374019,206.7073391374019,1,3.0,0.0,1.0,2671.304027350091,49.0,Credit Card,Regular,1,2
10806,34.0,Other,San Francisco,In-store,258.8142516060493,258.8142516060493,1,1.0,1.0,0.0,3438.569585614032,25.0,Bank Transfer,New,1,2
10814,52.0,Other,Chicago,Online,174.0243305816875,174.0243305816875,1,3.0,0.0,0.0,2207.510673528401,38.0,Cash,New,1,2
10822,60.0,Female,Houston,In-store,121.3030535301037,121.3030535301037,1,3.0,0.0,0.0,1686.404953928432,100.0,Credit Card,VIP,1,1
10823,30.0,Female,San Francisco,In-store,257.54550923354077,257.54550923354077,1,2.0,0.0,0.0,2305.3643795382754,1.0,Bank Transfer,New,1,2
10824,21.0,Male,San Francisco,Online,18.67517808588623,18.67517808588623,1,4.0,1.0,0.0,179.8084793890836,57.0,Cash,Regular,1,1
10825,26.0,Female,Chicago,In-store,259.846074620749,259.846074620749,1,4.0,0.0,0.0,2795.770996984849,25.0,Bank Transfer,New,1,2
10827,66.0,Female,Houston,Online,270.2436170466362,270.2436170466362,1,3.0,1.0,0.0,2670.674181935527,49.0,Credit Card,Regular,1,2
10830,31.0,Male,San Francisco,Both,290.3289103160963,290.3289103160963,1,4.0,0.0,0.0,1478.134211347846,66.0,Credit Card,Regular,1,1
10832,63.0,Male,San Francisco,Online,25.08541874176584,25.08541874176584,1,1.0,0.0,0.0,293.1854315230137,6.0,PayPal,New,1,2
10846,67.0,Male,San Francisco,Online,38.48555760314601,38.48555760314601,1,1.0,0.0,0.0,525.9711851622877,42.0,Bank Transfer,Regular,1,2
10851,43.0,Male,San Francisco,Online,295.4513801505771,295.4513801505771,1,2.0,0.0,1.0,1572.180978157293,80.0,Bank Transfer,VIP,1,1
10853,38.0,Male,San Francisco,Online,255.3601040106572,255.3601040106572,1,2.0,1.0,0.0,3296.768157203644,78.0,PayPal,VIP,1,1
10854,43.0,Other,Los Angeles,Online,15.76489623982887,15.76489623982887,1,1.0,0.0,0.0,176.3884371858341,34.0,Bank Transfer,New,1,2
10860,33.0,Other,Houston,In-store,144.3267219240498,144.3267219240498,1,5.0,1.0,1.0,2103.060388103142,29.0,Cash,New,1,2
10863,39.0,Other,Los Angeles,Online,94.32892779843246,94.32892779843246,1,5.0,0.0,0.0,501.8963045436755,12.0,Credit Card,New,1,2
10876,46.5,Female,Los Angeles,Online,441.8954468969572,220.9477234484786,2,4.0,0.0,0.0,1748.918181268401,22.0,Bank Transfer,New,1,0
10878,36.0,Male,Chicago,In-store,445.4596752445512,445.4596752445512,1,3.0,0.0,1.0,4751.315039904985,84.0,Cash,VIP,1,1
10891,43.0,Male,Chicago,In-store,270.6661499032841,270.6661499032841,1,1.0,0.0,0.0,2942.351975119926,65.0,Cash,Regular,0,1
10892,47.0,Female,San Francisco,In-store,114.0616210982239,114.0616210982239,1,2.0,0.0,0.0,1042.532928659368,69.0,Cash,Regular,1,1
10894,63.0,Female,San Francisco,Online,429.5711502267998,429.5711502267998,1,4.0,1.0,1.0,2269.632752995289,85.0,Cash,VIP,0,1
10899,60.0,Other,San Francisco,Both,493.59403988161694,493.59403988161694,1,3.0,0.0,0.0,5201.059761319316,11.0,Credit Card,New,0,2
10917,36.0,Other,Chicago,Online,257.54550923354077,257.54550923354077,1,3.0,1.0,1.0,2305.3643795382754,80.0,Credit Card,VIP,0,1
10918,39.0,Female,Los Angeles,Both,59.11362030638018,59.11362030638018,1,2.0,0.0,0.0,449.5096948721698,66.0,Credit Card,Regular,1,1
10920,57.5,Female,Houston,In-store,229.55943531959886,114.77971765979943,2,2.0,0.0,0.0,1027.0655831377321,54.5,Bank Transfer,Regular,1,0
10922,39.0,Male,Chicago,Online,462.8324950769825,462.8324950769825,1,2.0,0.0,0.0,4748.653708768913,97.0,Cash,VIP,1,1
10924,43.0,Female,New York,Online,123.2335718459386,123.2335718459386,1,3.0,1.0,0.0,1398.43336112601,67.0,Credit Card,Regular,1,1
10928,43.0,Female,San Francisco,In-store,388.1846795543349,388.1846795543349,1,1.0,0.0,0.0,4960.576222471911,30.0,Credit Card,New,1,2
10933,57.0,Male,Los Angeles,Online,404.7620933847099,404.7620933847099,1,1.0,0.0,0.0,2275.337724070295,99.0,Credit Card,VIP,1,1
10936,36.0,Female,Los Angeles,Online,95.39655246566674,95.39655246566674,1,5.0,0.0,1.0,659.7735362096638,34.0,Credit Card,New,1,2
10943,34.0,Male,Chicago,Online,200.9167485054251,200.9167485054251,1,3.0,1.0,0.0,2253.035250823455,56.0,Bank Transfer,Regular,1,1
10950,18.0,Other,Houston,In-store,257.54550923354077,257.54550923354077,1,3.0,0.0,0.0,2305.3643795382754,27.0,Cash,New,1,2
10951,48.0,Other,Chicago,Online,308.6575100002212,308.6575100002212,1,5.0,0.0,0.0,2174.465996611433,86.0,PayPal,VIP,1,1
10953,19.0,Female,New York,Both,420.6980086865325,420.6980086865325,1,1.0,0.0,1.0,2531.12494580498,28.0,Cash,New,1,2
10954,54.0,Male,Houston,In-store,283.2447727381477,283.2447727381477,1,2.0,1.0,0.0,1879.875404630235,44.0,Cash,Regular,1,2
10955,45.0,Other,New York,Both,129.5910910110334,129.5910910110334,1,2.0,1.0,0.0,1834.177141232577,31.0,Bank Transfer,New,0,2
10956,43.0,Other,Houston,Both,923.2694091409056,307.7564697136352,3,3.3333333333333335,0.6666666666666666,0.3333333333333333,2819.0994135930355,76.0,Credit Card,VIP,0,0
10959,28.0,Male,New York,Online,44.96983680579623,44.96983680579623,1,4.0,0.0,1.0,318.2566818006311,34.0,PayPal,New,0,2
10963,64.0,Other,Los Angeles,In-store,350.2343856076828,350.2343856076828,1,3.0,0.0,1.0,2141.208924791607,67.0,Bank Transfer,Regular,0,1
10966,33.0,Female,San Francisco,Online,257.54550923354077,257.54550923354077,1,5.0,0.0,1.0,2305.3643795382754,27.0,Credit Card,New,1,2
10968,60.0,Male,San Francisco,Online,410.7781667628657,410.7781667628657,1,3.0,1.0,0.0,5542.968643638775,72.0,Cash,VIP,0,1
10974,39.0,Other,New York,Online,207.3388612348134,207.3388612348134,1,4.0,1.0,1.0,1904.095018997623,12.0,Bank Transfer,New,1,2
10980,43.0,Male,New York,Online,447.6857121328739,447.6857121328739,1,5.0,0.0,0.0,2372.503305299603,100.0,Cash,VIP,1,1
10984,32.5,Other,Houston,Both,447.9942762707783,223.99713813538915,2,2.0,0.0,0.0,1885.369887196326,44.0,Cash,Regular,0,0
10986,47.0,Female,New York,Online,414.548249528721,414.548249528721,1,5.0,0.0,0.0,5288.291635794318,6.0,Credit Card,New,0,2
10987,45.0,Female,New York,In-store,419.9882530858962,419.9882530858962,1,4.0,0.0,0.0,3753.20011267172,47.0,Credit Card,Regular,0,2
10988,52.0,Female,New York,Both,262.3401072176889,262.3401072176889,1,2.0,1.0,0.0,1815.178917750576,69.0,Cash,Regular,1,1
10995,43.0,Other,New York,In-store,25.60981363884744,25.60981363884744,1,2.0,1.0,0.0,298.6508471732955,33.0,Credit Card,New,1,2
11000,50.0,Other,Chicago,Both,343.7745497153574,343.7745497153574,1,3.0,1.0,0.0,4605.708741123611,95.0,Cash,VIP,0,1
11007,31.0,Other,New York,Online,245.8253137506922,245.8253137506922,1,2.0,1.0,0.0,2881.203204968257,100.0,Cash,VIP,1,1
11015,58.0,Female,Los Angeles,Online,390.3144134117552,390.3144134117552,1,5.0,0.0,0.0,5602.465065343415,80.0,Bank Transfer,VIP,1,1
11016,41.0,Male,Chicago,Online,204.8200159622168,204.8200159622168,1,2.0,0.0,0.0,1567.613501686482,32.0,PayPal,New,1,2
